"loan_id","gender","married","dependents","education","self_employed","applicant_income","applicant_income_category","coapplicant_status","coapplicant_income","total_income","total_income_cat","loan_amount","loan_type","loan_amount_cat","loan_term","credit_history","property_area","loan_status","emi","dti"
"LP002181","Male","No","0","Not Graduate","No",6216,"High","No","0.00","6216.00","Medium",133000,"Mortgage","Medium",360,"Yes","Rural","Rejected","369.44","5.94"
"LP002187","Male","No","0","Graduate","No",2500,"Low","No","0.00","2500.00","Low",96000,"Retail","Medium",480,"Yes","Semiurban","Rejected","200.00","8.00"
"LP002190","Male","Yes","1","Graduate","No",6325,"High","No","0.00","6325.00","Medium",175000,"Mortgage","High",360,"Yes","Semiurban","Approved","486.11","7.69"
"LP002191","Male","Yes","0","Graduate","No",19730,"Very High","Yes","5266.00","24996.00","Very High",570000,"Mortgage","Very High",360,"Yes","Rural","Rejected","1583.33","6.33"
"LP002194","Female","No","0","Graduate","Yes",15759,"Very High","No","0.00","15759.00","Very High",55000,"Retail","Medium",360,"Yes","Semiurban","Approved","152.78","0.97"
"LP002197","Male","Yes","2","Graduate","No",5185,"Medium","No","0.00","5185.00","Medium",155000,"Mortgage","High",360,"Yes","Semiurban","Approved","430.56","8.30"
"LP002201","Male","Yes","2","Graduate","Yes",9323,"High","Yes","7873.00","17196.00","Very High",380000,"Mortgage","Very High",300,"Yes","Rural","Approved","1266.67","7.37"
"LP002205","Male","No","1","Graduate","No",3062,"Low","Yes","1987.00","5049.00","Medium",111000,"Mortgage","Medium",180,"No","Urban","Rejected","616.67","12.21"
"LP002211","Male","Yes","0","Graduate","No",4817,"Medium","Yes","923.00","5740.00","Medium",120000,"Mortgage","Medium",180,"Yes","Urban","Approved","666.67","11.61"
"LP002219","Male","Yes","3+","Graduate","No",8750,"High","Yes","4996.00","13746.00","Very High",130000,"Mortgage","Medium",360,"Yes","Rural","Approved","361.11","2.63"
"LP002224","Male","No","0","Graduate","No",3069,"Low","No","0.00","3069.00","Low",71000,"Retail","Medium",480,"Yes","Urban","Rejected","147.92","4.82"
"LP002225","Male","Yes","2","Graduate","No",5391,"Medium","No","0.00","5391.00","Medium",130000,"Mortgage","Medium",360,"Yes","Urban","Approved","361.11","6.70"
"LP002229","Male","No","0","Graduate","No",5941,"High","Yes","4232.00","10173.00","High",296000,"Mortgage","High",360,"Yes","Semiurban","Approved","822.22","8.08"
"LP002231","Female","No","0","Graduate","No",6000,"High","No","0.00","6000.00","Medium",156000,"Mortgage","High",360,"Yes","Urban","Approved","433.33","7.22"
"LP002234","Male","No","0","Graduate","Yes",7167,"High","No","0.00","7167.00","High",128000,"Mortgage","Medium",360,"Yes","Urban","Approved","355.56","4.96"
"LP002236","Male","Yes","2","Graduate","No",4566,"Medium","No","0.00","4566.00","Medium",100000,"Retail","Medium",360,"Yes","Urban","Rejected","277.78","6.08"
"LP002239","Male","No","0","Not Graduate","No",2346,"Low","Yes","1600.00","3946.00","Low",132000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","366.67","9.29"
"LP002244","Male","Yes","0","Graduate","No",2333,"Low","Yes","2417.00","4750.00","Medium",136000,"Mortgage","Medium",360,"Yes","Urban","Approved","377.78","7.95"
"LP002250","Male","Yes","0","Graduate","No",5488,"Medium","No","0.00","5488.00","Medium",125000,"Mortgage","Medium",360,"Yes","Rural","Approved","347.22","6.33"
"LP002255","Male","No","3+","Graduate","No",9167,"High","No","0.00","9167.00","High",185000,"Mortgage","High",360,"Yes","Rural","Approved","513.89","5.61"
"LP002262","Male","Yes","3+","Graduate","No",9504,"High","No","0.00","9504.00","High",275000,"Mortgage","High",360,"Yes","Rural","Approved","763.89","8.04"
"LP002265","Male","Yes","2","Not Graduate","No",1993,"Low","Yes","1625.00","3618.00","Low",113000,"Mortgage","Medium",180,"Yes","Semiurban","Approved","627.78","17.35"
"LP002266","Male","Yes","2","Graduate","No",3100,"Low","Yes","1400.00","4500.00","Medium",113000,"Mortgage","Medium",360,"Yes","Urban","Approved","313.89","6.98"
"LP002277","Female","No","0","Graduate","No",3180,"Low","No","0.00","3180.00","Low",71000,"Retail","Medium",360,"No","Urban","Rejected","197.22","6.20"
"LP002281","Male","Yes","0","Graduate","No",3033,"Low","Yes","1459.00","4492.00","Medium",95000,"Retail","Medium",360,"Yes","Urban","Approved","263.89","5.87"
"LP002284","Male","No","0","Not Graduate","No",3902,"Medium","Yes","1666.00","5568.00","Medium",109000,"Mortgage","Medium",360,"Yes","Rural","Approved","302.78","5.44"
"LP002287","Female","No","0","Graduate","No",1500,"Low","Yes","1800.00","3300.00","Low",103000,"Mortgage","Medium",360,"No","Semiurban","Rejected","286.11","8.67"
"LP002288","Male","Yes","2","Not Graduate","No",2889,"Low","No","0.00","2889.00","Low",45000,"Retail","Low",180,"No","Urban","Rejected","250.00","8.65"
"LP002296","Male","No","0","Not Graduate","No",2755,"Low","No","0.00","2755.00","Low",65000,"Retail","Medium",300,"Yes","Rural","Rejected","216.67","7.86"
"LP002297","Male","No","0","Graduate","No",2500,"Low","Yes","20000.00","22500.00","Very High",103000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","286.11","1.27"
"LP002300","Female","No","0","Not Graduate","No",1963,"Low","No","0.00","1963.00","Low",53000,"Retail","Medium",360,"Yes","Semiurban","Approved","147.22","7.50"
"LP002301","Female","No","0","Graduate","Yes",7441,"High","No","0.00","7441.00","High",194000,"Mortgage","High",360,"Yes","Rural","Rejected","538.89","7.24"
"LP002305","Female","No","0","Graduate","No",4547,"Medium","No","0.00","4547.00","Medium",115000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","319.44","7.03"
"LP002308","Male","Yes","0","Not Graduate","No",2167,"Low","Yes","2400.00","4567.00","Medium",115000,"Mortgage","Medium",360,"Yes","Urban","Approved","319.44","6.99"
"LP002314","Female","No","0","Not Graduate","No",2213,"Low","No","0.00","2213.00","Low",66000,"Retail","Medium",360,"Yes","Rural","Approved","183.33","8.28"
"LP002315","Male","Yes","1","Graduate","No",8300,"High","No","0.00","8300.00","High",152000,"Mortgage","High",300,"No","Semiurban","Rejected","506.67","6.10"
"LP002317","Male","Yes","3+","Graduate","No",81000,"Very High","No","0.00","81000.00","Very High",360000,"Mortgage","Very High",360,"No","Rural","Rejected","1000.00","1.23"
"LP002318","Female","No","1","Not Graduate","Yes",3867,"Medium","No","0.00","3867.00","Low",62000,"Retail","Medium",360,"Yes","Semiurban","Rejected","172.22","4.45"
"LP002328","Male","Yes","0","Not Graduate","No",6096,"High","No","0.00","6096.00","Medium",218000,"Mortgage","High",360,"No","Rural","Rejected","605.56","9.93"
"LP002332","Male","Yes","0","Not Graduate","No",2253,"Low","Yes","2033.00","4286.00","Medium",110000,"Mortgage","Medium",360,"Yes","Rural","Approved","305.56","7.13"
"LP002335","Female","Yes","0","Not Graduate","No",2149,"Low","Yes","3237.00","5386.00","Medium",178000,"Mortgage","High",360,"No","Semiurban","Rejected","494.44","9.18"
"LP002337","Female","No","0","Graduate","No",2995,"Low","No","0.00","2995.00","Low",60000,"Retail","Medium",360,"Yes","Urban","Approved","166.67","5.56"
"LP002341","Female","No","1","Graduate","No",2600,"Low","No","0.00","2600.00","Low",160000,"Mortgage","High",360,"Yes","Urban","Rejected","444.44","17.09"
"LP002342","Male","Yes","2","Graduate","Yes",1600,"Low","Yes","20000.00","21600.00","Very High",239000,"Mortgage","High",360,"Yes","Urban","Rejected","663.89","3.07"
"LP002345","Male","Yes","0","Graduate","No",1025,"Low","Yes","2773.00","3798.00","Low",112000,"Mortgage","Medium",360,"Yes","Rural","Approved","311.11","8.19"
"LP002347","Male","Yes","0","Graduate","No",3246,"Low","Yes","1417.00","4663.00","Medium",138000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","383.33","8.22"
"LP002110","Male","Yes","1","Graduate","No",5250,"Medium","Yes","688.00","5938.00","Medium",160000,"Mortgage","High",360,"Yes","Rural","Approved","444.44","7.48"
"LP002128","Male","Yes","2","Graduate","No",2583,"Low","Yes","2330.00","4913.00","Medium",125000,"Mortgage","Medium",360,"Yes","Rural","Approved","347.22","7.07"
"LP002113","Female","No","3+","Not Graduate","No",1830,"Low","No","0.00","1830.00","Low",146000,"Mortgage","Medium",360,"No","Urban","Rejected","405.56","22.16"
"LP002243","Male","Yes","0","Not Graduate","No",3010,"Low","Yes","3136.00","6146.00","Medium",146000,"Mortgage","Medium",360,"No","Urban","Rejected","405.56","6.60"
"LP002188","Male","No","0","Graduate","No",5124,"Medium","No","0.00","5124.00","Medium",124000,"Mortgage","Medium",360,"No","Rural","Rejected","344.44","6.72"
"LP002137","Male","Yes","0","Graduate","No",6333,"High","Yes","4583.00","10916.00","High",259000,"Mortgage","High",360,"Unknown","Semiurban","Approved","719.44","6.59"
"LP002178","Male","Yes","0","Graduate","No",3013,"Low","Yes","3033.00","6046.00","Medium",95000,"Retail","Medium",300,"Unknown","Urban","Approved","316.67","5.24"
"LP002223","Male","Yes","0","Graduate","No",4310,"Medium","No","0.00","4310.00","Medium",130000,"Mortgage","Medium",360,"Unknown","Semiurban","Approved","361.11","8.38"
"LP002263","Male","Yes","0","Graduate","No",2583,"Low","Yes","2115.00","4698.00","Medium",120000,"Mortgage","Medium",360,"Unknown","Urban","Approved","333.33","7.10"
"LP002272","Male","Yes","2","Graduate","No",3276,"Low","Yes","484.00","3760.00","Low",135000,"Mortgage","Medium",360,"Unknown","Semiurban","Approved","375.00","9.97"
"LP002348","Male","Yes","0","Graduate","No",5829,"Medium","No","0.00","5829.00","Medium",138000,"Mortgage","Medium",360,"Yes","Rural","Approved","383.33","6.58"
"LP002361","Male","Yes","0","Graduate","No",1820,"Low","Yes","1719.00","3539.00","Low",100000,"Retail","Medium",360,"Yes","Urban","Approved","277.78","7.85"
"LP002364","Male","Yes","0","Graduate","No",14880,"Very High","No","0.00","14880.00","Very High",96000,"Retail","Medium",360,"Yes","Semiurban","Approved","266.67","1.79"
"LP002366","Male","Yes","0","Graduate","No",2666,"Low","Yes","4300.00","6966.00","Medium",121000,"Mortgage","Medium",360,"Yes","Rural","Approved","336.11","4.83"
"LP002367","Female","No","1","Not Graduate","No",4606,"Medium","No","0.00","4606.00","Medium",81000,"Retail","Medium",360,"Yes","Rural","Rejected","225.00","4.88"
"LP002368","Male","Yes","2","Graduate","No",5935,"High","No","0.00","5935.00","Medium",133000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","369.44","6.22"
"LP002369","Male","Yes","0","Graduate","No",2920,"Low","Yes","16.12","2936.12","Low",87000,"Retail","Medium",360,"Yes","Rural","Approved","241.67","8.23"
"LP002370","Male","No","0","Not Graduate","No",2717,"Low","No","0.00","2717.00","Low",60000,"Retail","Medium",180,"Yes","Urban","Approved","333.33","12.27"
"LP002377","Female","No","1","Graduate","Yes",8624,"High","No","0.00","8624.00","High",150000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","416.67","4.83"
"LP002379","Male","No","0","Graduate","No",6500,"High","No","0.00","6500.00","Medium",105000,"Mortgage","Medium",360,"No","Rural","Rejected","291.67","4.49"
"LP002387","Male","Yes","0","Graduate","No",2425,"Low","Yes","2340.00","4765.00","Medium",143000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","397.22","8.34"
"LP002390","Male","No","0","Graduate","No",3750,"Medium","No","0.00","3750.00","Low",100000,"Retail","Medium",360,"Yes","Urban","Approved","277.78","7.41"
"LP002398","Male","No","0","Graduate","No",1926,"Low","Yes","1851.00","3777.00","Low",50000,"Retail","Low",360,"Yes","Semiurban","Approved","138.89","3.68"
"LP002403","Male","No","0","Graduate","Yes",10416,"Very High","No","0.00","10416.00","High",187000,"Mortgage","High",360,"No","Urban","Rejected","519.44","4.99"
"LP002407","Female","Yes","0","Not Graduate","Yes",7142,"High","No","0.00","7142.00","High",138000,"Mortgage","Medium",360,"Yes","Rural","Approved","383.33","5.37"
"LP002408","Male","No","0","Graduate","No",3660,"Medium","Yes","5064.00","8724.00","High",187000,"Mortgage","High",360,"Yes","Semiurban","Approved","519.44","5.95"
"LP002409","Male","Yes","0","Graduate","No",7901,"High","Yes","1833.00","9734.00","High",180000,"Mortgage","High",360,"Yes","Rural","Approved","500.00","5.14"
"LP002418","Male","No","3+","Not Graduate","No",4707,"Medium","Yes","1993.00","6700.00","Medium",148000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","411.11","6.14"
"LP002422","Male","No","1","Graduate","No",37719,"Very High","No","0.00","37719.00","Very High",152000,"Mortgage","High",360,"Yes","Semiurban","Approved","422.22","1.12"
"LP002429","Male","Yes","1","Graduate","Yes",3466,"Medium","Yes","1210.00","4676.00","Medium",130000,"Mortgage","Medium",360,"Yes","Rural","Approved","361.11","7.72"
"LP002434","Male","Yes","2","Not Graduate","No",4652,"Medium","No","0.00","4652.00","Medium",110000,"Mortgage","Medium",360,"Yes","Rural","Approved","305.56","6.57"
"LP002443","Male","Yes","2","Graduate","No",3340,"Medium","Yes","1710.00","5050.00","Medium",150000,"Mortgage","Medium",360,"No","Rural","Rejected","416.67","8.25"
"LP002446","Male","Yes","2","Not Graduate","No",2309,"Low","Yes","1255.00","3564.00","Low",125000,"Mortgage","Medium",360,"No","Rural","Rejected","347.22","9.74"
"LP002448","Male","Yes","0","Graduate","No",3948,"Medium","Yes","1733.00","5681.00","Medium",149000,"Mortgage","Medium",360,"No","Rural","Rejected","413.89","7.29"
"LP002449","Male","Yes","0","Graduate","No",2483,"Low","Yes","2466.00","4949.00","Medium",90000,"Retail","Medium",180,"No","Rural","Approved","500.00","10.10"
"LP002453","Male","No","0","Graduate","Yes",7085,"High","No","0.00","7085.00","High",84000,"Retail","Medium",360,"Yes","Semiurban","Approved","233.33","3.29"
"LP002455","Male","Yes","2","Graduate","No",3859,"Medium","No","0.00","3859.00","Low",96000,"Retail","Medium",360,"Yes","Semiurban","Approved","266.67","6.91"
"LP002459","Male","Yes","0","Graduate","No",4301,"Medium","No","0.00","4301.00","Medium",118000,"Mortgage","Medium",360,"Yes","Urban","Approved","327.78","7.62"
"LP002467","Male","Yes","0","Graduate","No",3708,"Medium","Yes","2569.00","6277.00","Medium",173000,"Mortgage","High",360,"Yes","Urban","Rejected","480.56","7.66"
"LP002472","Male","No","2","Graduate","No",4354,"Medium","No","0.00","4354.00","Medium",136000,"Mortgage","Medium",360,"Yes","Rural","Approved","377.78","8.68"
"LP002473","Male","Yes","0","Graduate","No",8334,"High","No","0.00","8334.00","High",160000,"Mortgage","High",360,"Yes","Semiurban","Rejected","444.44","5.33"
"LP002484","Male","Yes","3+","Graduate","No",7740,"High","No","0.00","7740.00","High",128000,"Mortgage","Medium",180,"Yes","Urban","Approved","711.11","9.19"
"LP002487","Male","Yes","0","Graduate","No",3015,"Low","Yes","2188.00","5203.00","Medium",153000,"Mortgage","High",360,"Yes","Rural","Approved","425.00","8.17"
"LP002493","Male","No","0","Graduate","No",4166,"Medium","No","0.00","4166.00","Medium",98000,"Retail","Medium",360,"No","Semiurban","Rejected","272.22","6.53"
"LP002494","Male","No","0","Graduate","No",6000,"High","No","0.00","6000.00","Medium",140000,"Mortgage","Medium",360,"Yes","Rural","Approved","388.89","6.48"
"LP002500","Male","Yes","3+","Not Graduate","No",2947,"Low","Yes","1664.00","4611.00","Medium",70000,"Retail","Medium",180,"No","Urban","Rejected","388.89","8.43"
"LP002505","Male","Yes","0","Graduate","No",4333,"Medium","Yes","2451.00","6784.00","Medium",110000,"Mortgage","Medium",360,"Yes","Urban","Rejected","305.56","4.50"
"LP002515","Male","Yes","1","Graduate","Yes",3450,"Medium","Yes","2079.00","5529.00","Medium",162000,"Mortgage","High",360,"Yes","Semiurban","Approved","450.00","8.14"
"LP002517","Male","Yes","1","Not Graduate","No",2653,"Low","Yes","1500.00","4153.00","Medium",113000,"Mortgage","Medium",180,"No","Rural","Rejected","627.78","15.12"
"LP002519","Male","Yes","3+","Graduate","No",4691,"Medium","No","0.00","4691.00","Medium",100000,"Retail","Medium",360,"Yes","Semiurban","Approved","277.78","5.92"
"LP002524","Male","No","2","Graduate","No",5532,"Medium","Yes","4648.00","10180.00","High",162000,"Mortgage","High",360,"Yes","Rural","Approved","450.00","4.42"
"LP002527","Male","Yes","2","Graduate","Yes",16525,"Very High","Yes","1014.00","17539.00","Very High",150000,"Mortgage","Medium",360,"Yes","Rural","Approved","416.67","2.38"
"LP002529","Male","Yes","2","Graduate","No",6700,"High","Yes","1750.00","8450.00","High",230000,"Mortgage","High",300,"Yes","Semiurban","Approved","766.67","9.07"
"LP002531","Male","Yes","1","Graduate","Yes",16667,"Very High","Yes","2250.00","18917.00","Very High",86000,"Retail","Medium",360,"Yes","Semiurban","Approved","238.89","1.26"
"LP002534","Female","No","0","Not Graduate","No",4350,"Medium","No","0.00","4350.00","Medium",154000,"Mortgage","High",360,"Yes","Rural","Approved","427.78","9.83"
"LP002536","Male","Yes","3+","Not Graduate","No",3095,"Low","No","0.00","3095.00","Low",113000,"Mortgage","Medium",360,"Yes","Rural","Approved","313.89","10.14"
"LP002537","Male","Yes","0","Graduate","No",2083,"Low","Yes","3150.00","5233.00","Medium",128000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","355.56","6.79"
"LP002541","Male","Yes","0","Graduate","No",10833,"Very High","No","0.00","10833.00","High",234000,"Mortgage","High",360,"Yes","Semiurban","Approved","650.00","6.00"
"LP002543","Male","Yes","2","Graduate","No",8333,"High","No","0.00","8333.00","High",246000,"Mortgage","High",360,"Yes","Semiurban","Approved","683.33","8.20"
"LP002544","Male","Yes","1","Not Graduate","No",1958,"Low","Yes","2436.00","4394.00","Medium",131000,"Mortgage","Medium",360,"Yes","Rural","Approved","363.89","8.28"
"LP002545","Male","No","2","Graduate","No",3547,"Medium","No","0.00","3547.00","Low",80000,"Retail","Medium",360,"No","Rural","Rejected","222.22","6.27"
"LP002547","Male","Yes","1","Graduate","No",18333,"Very High","No","0.00","18333.00","Very High",500000,"Mortgage","Very High",360,"Yes","Urban","Rejected","1388.89","7.58"
"LP002555","Male","Yes","2","Graduate","Yes",4583,"Medium","Yes","2083.00","6666.00","Medium",160000,"Mortgage","High",360,"Yes","Semiurban","Approved","444.44","6.67"
"LP002556","Male","No","0","Graduate","No",2435,"Low","No","0.00","2435.00","Low",75000,"Retail","Medium",360,"Yes","Urban","Rejected","208.33","8.56"
"LP002571","Male","No","0","Not Graduate","No",3691,"Medium","No","0.00","3691.00","Low",110000,"Mortgage","Medium",360,"Yes","Rural","Approved","305.56","8.28"
"LP002582","Female","No","0","Not Graduate","Yes",17263,"Very High","No","0.00","17263.00","Very High",225000,"Mortgage","High",360,"Yes","Semiurban","Approved","625.00","3.62"
"LP002585","Male","Yes","0","Graduate","No",3597,"Medium","Yes","2157.00","5754.00","Medium",119000,"Mortgage","Medium",360,"No","Rural","Rejected","330.56","5.74"
"LP002586","Female","Yes","1","Graduate","No",3326,"Low","Yes","913.00","4239.00","Medium",105000,"Mortgage","Medium",84,"Yes","Semiurban","Approved","1250.00","29.49"
"LP002587","Male","Yes","0","Not Graduate","No",2600,"Low","Yes","1700.00","4300.00","Medium",107000,"Mortgage","Medium",360,"Yes","Rural","Approved","297.22","6.91"
"LP002600","Male","Yes","1","Graduate","Yes",2895,"Low","No","0.00","2895.00","Low",95000,"Retail","Medium",360,"Yes","Semiurban","Approved","263.89","9.12"
"LP002602","Male","No","0","Graduate","No",6283,"High","Yes","4416.00","10699.00","High",209000,"Mortgage","High",360,"No","Rural","Rejected","580.56","5.43"
"LP002603","Female","No","0","Graduate","No",645,"Low","Yes","3683.00","4328.00","Medium",113000,"Mortgage","Medium",480,"Yes","Rural","Approved","235.42","5.44"
"LP002606","Female","No","0","Graduate","No",3159,"Low","No","0.00","3159.00","Low",100000,"Retail","Medium",360,"Yes","Semiurban","Approved","277.78","8.79"
"LP002615","Male","Yes","2","Graduate","No",4865,"Medium","Yes","5624.00","10489.00","High",208000,"Mortgage","High",360,"Yes","Semiurban","Approved","577.78","5.51"
"LP002386","Male","No","0","Graduate","No",12876,"Very High","No","0.00","12876.00","Very High",405000,"Mortgage","Very High",360,"Yes","Semiurban","Approved","1125.00","8.74"
"LP002357","Female","No","0","Not Graduate","No",2720,"Low","No","0.00","2720.00","Low",80000,"Retail","Medium",180,"No","Urban","Rejected","444.44","16.34"
"LP002435","Male","Yes","0","Graduate","No",3539,"Medium","Yes","1376.00","4915.00","Medium",55000,"Retail","Medium",360,"Yes","Rural","Rejected","152.78","3.11"
"LP002489","Female","No","1","Not Graduate","No",5191,"Medium","No","0.00","5191.00","Medium",132000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","366.67","7.06"
"LP002401","Male","Yes","0","Graduate","No",2213,"Low","Yes","1125.00","3338.00","Low",146000,"Mortgage","Medium",360,"Yes","Urban","Approved","405.56","12.15"
"LP002533","Male","Yes","2","Graduate","No",2947,"Low","Yes","1603.00","4550.00","Medium",146000,"Mortgage","Medium",360,"Yes","Urban","Rejected","405.56","8.91"
"LP002393","Female","Yes","0","Graduate","No",10047,"Very High","No","0.00","10047.00","High",146000,"Mortgage","Medium",240,"Yes","Semiurban","Approved","608.33","6.05"
"LP002362","Male","Yes","1","Graduate","No",7250,"High","Yes","1667.00","8917.00","High",110000,"Mortgage","Medium",180,"No","Urban","Rejected","611.11","6.85"
"LP002424","Male","Yes","0","Graduate","No",7333,"High","Yes","8333.00","15666.00","Very High",175000,"Mortgage","High",300,"Unknown","Rural","Approved","583.33","3.72"
"LP002444","Male","No","1","Not Graduate","Yes",2769,"Low","Yes","1542.00","4311.00","Medium",190000,"Mortgage","High",360,"Unknown","Semiurban","Rejected","527.78","12.24"
"LP002447","Male","Yes","2","Not Graduate","No",1958,"Low","Yes","1456.00","3414.00","Low",60000,"Retail","Medium",300,"Unknown","Urban","Approved","200.00","5.86"
"LP002619","Male","Yes","0","Not Graduate","No",3814,"Medium","Yes","1483.00","5297.00","Medium",124000,"Mortgage","Medium",300,"Yes","Semiurban","Approved","413.33","7.80"
"LP002622","Male","Yes","2","Graduate","No",3510,"Medium","Yes","4416.00","7926.00","High",243000,"Mortgage","High",360,"Yes","Rural","Approved","675.00","8.52"
"LP002626","Male","Yes","0","Graduate","Yes",2479,"Low","Yes","3013.00","5492.00","Medium",188000,"Mortgage","High",360,"Yes","Urban","Approved","522.22","9.51"
"LP002634","Female","No","1","Graduate","No",13262,"Very High","No","0.00","13262.00","Very High",40000,"Retail","Low",360,"Yes","Urban","Approved","111.11","0.84"
"LP002637","Male","No","0","Not Graduate","No",3598,"Medium","Yes","1287.00","4885.00","Medium",100000,"Retail","Medium",360,"Yes","Rural","Rejected","277.78","5.69"
"LP002640","Male","Yes","1","Graduate","No",6065,"High","Yes","2004.00","8069.00","High",250000,"Mortgage","High",360,"Yes","Semiurban","Approved","694.44","8.61"
"LP002643","Male","Yes","2","Graduate","No",3283,"Low","Yes","2035.00","5318.00","Medium",148000,"Mortgage","Medium",360,"Yes","Urban","Approved","411.11","7.73"
"LP002648","Male","Yes","0","Graduate","No",2130,"Low","Yes","6666.00","8796.00","High",70000,"Retail","Medium",180,"Yes","Semiurban","Rejected","388.89","4.42"
"LP002652","Male","No","0","Graduate","No",5815,"Medium","Yes","3666.00","9481.00","High",311000,"Mortgage","Very High",360,"Yes","Rural","Rejected","863.89","9.11"
"LP002659","Male","Yes","3+","Graduate","No",3466,"Medium","Yes","3428.00","6894.00","Medium",150000,"Mortgage","Medium",360,"Yes","Rural","Approved","416.67","6.04"
"LP002670","Female","Yes","2","Graduate","No",2031,"Low","Yes","1632.00","3663.00","Low",113000,"Mortgage","Medium",480,"Yes","Semiurban","Approved","235.42","6.43"
"LP002683","Male","No","0","Graduate","No",4683,"Medium","Yes","1915.00","6598.00","Medium",185000,"Mortgage","High",360,"Yes","Semiurban","Rejected","513.89","7.79"
"LP002684","Female","No","0","Not Graduate","No",3400,"Medium","No","0.00","3400.00","Low",95000,"Retail","Medium",360,"Yes","Rural","Rejected","263.89","7.76"
"LP002689","Male","Yes","2","Not Graduate","No",2192,"Low","Yes","1742.00","3934.00","Low",45000,"Retail","Low",360,"Yes","Semiurban","Approved","125.00","3.18"
"LP002690","Male","No","0","Graduate","No",2500,"Low","No","0.00","2500.00","Low",55000,"Retail","Medium",360,"Yes","Semiurban","Approved","152.78","6.11"
"LP002692","Male","Yes","3+","Graduate","Yes",5677,"Medium","Yes","1424.00","7101.00","High",100000,"Retail","Medium",360,"Yes","Rural","Approved","277.78","3.91"
"LP002693","Male","Yes","2","Graduate","Yes",7948,"High","Yes","7166.00","15114.00","Very High",480000,"Mortgage","Very High",360,"Yes","Rural","Approved","1333.33","8.82"
"LP002699","Male","Yes","2","Graduate","Yes",17500,"Very High","No","0.00","17500.00","Very High",400000,"Mortgage","Very High",360,"Yes","Rural","Approved","1111.11","6.35"
"LP002705","Male","Yes","0","Graduate","No",3775,"Medium","No","0.00","3775.00","Low",110000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","305.56","8.09"
"LP002706","Male","Yes","1","Not Graduate","No",5285,"Medium","Yes","1430.00","6715.00","Medium",161000,"Mortgage","High",360,"No","Semiurban","Approved","447.22","6.66"
"LP002714","Male","No","1","Not Graduate","No",2679,"Low","Yes","1302.00","3981.00","Low",94000,"Retail","Medium",360,"Yes","Semiurban","Approved","261.11","6.56"
"LP002716","Male","No","0","Not Graduate","No",6783,"High","No","0.00","6783.00","Medium",130000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","361.11","5.32"
"LP002720","Male","Yes","3+","Graduate","No",4281,"Medium","No","0.00","4281.00","Medium",100000,"Retail","Medium",360,"Yes","Urban","Approved","277.78","6.49"
"LP002723","Male","No","2","Graduate","No",3588,"Medium","No","0.00","3588.00","Low",110000,"Mortgage","Medium",360,"No","Rural","Rejected","305.56","8.52"
"LP002731","Female","No","0","Not Graduate","Yes",18165,"Very High","No","0.00","18165.00","Very High",125000,"Mortgage","Medium",360,"Yes","Urban","Approved","347.22","1.91"
"LP002734","Male","Yes","0","Graduate","No",6133,"High","Yes","3906.00","10039.00","High",324000,"Mortgage","Very High",360,"Yes","Urban","Approved","900.00","8.97"
"LP002738","Male","No","2","Graduate","No",3617,"Medium","No","0.00","3617.00","Low",107000,"Mortgage","Medium",360,"Yes","Semiurban","Approved","297.22","8.22"
"LP002739","Male","Yes","0","Not Graduate","No",2917,"Low","Yes","536.00","3453.00","Low",66000,"Retail","Medium",360,"Yes","Rural","Rejected","183.33","5.31"
"LP002740","Male","Yes","3+","Graduate","No",6417,"High","No","0.00","6417.00","Medium",157000,"Mortgage","High",180,"Yes","Rural","Approved","872.22","13.59"
"LP002741","Female","Yes","1","Graduate","No",4608,"Medium","Yes","2845.00","7453.00","High",140000,"Mortgage","Medium",180,"Yes","Semiurban","Approved","777.78","10.44"
"LP002743","Female","No","0","Graduate","No",2138,"Low","No","0.00","2138.00","Low",99000,"Retail","Medium",360,"No","Semiurban","Rejected","275.00","12.86"
"LP002755","Male","Yes","1","Not Graduate","No",2239,"Low","Yes","2524.00","4763.00","Medium",128000,"Mortgage","Medium",360,"Yes","Urban","Approved","355.56","7.46"
"LP002767","Male","Yes","0","Graduate","No",2768,"Low","Yes","1950.00","4718.00","Medium",155000,"Mortgage","High",360,"Yes","Rural","Approved","430.56","9.13"
"LP002768","Male","No","0","Not Graduate","No",3358,"Medium","No","0.00","3358.00","Low",80000,"Retail","Medium",36,"Yes","Semiurban","Rejected","2222.22","66.18"
"LP002772","Male","No","0","Graduate","No",2526,"Low","Yes","1783.00","4309.00","Medium",145000,"Mortgage","Medium",360,"Yes","Rural","Approved","402.78","9.35"
"LP002776","Female","No","0","Graduate","No",5000,"Medium","No","0.00","5000.00","Medium",103000,"Mortgage","Medium",360,"No","Semiurban","Rejected","286.11","5.72"
